id,Word,Part of Speech,Level,Topic_raw
500007132,vacation,020000003,021000001,People; Travel
500007133,vaccine,020000003,021000004,Health
500007134,vague,020000001,021000003,Appearance
500007135,vain,020000001,021000003,Notions; People
500007136,valentine,020000003,021000004,People
500007137,valid,020000001,021000004,Politics and society
500007138,valley,020000003,021000002,The natural world
500007139,valuable,020000001,021000003,Work and business
500007140,value,020000003,021000002,Leisure; Science and technology
500007141,value,020000004,021000004,Leisure; Science and technology
500007142,van,020000003,021000003,Travel
500007143,vanish,020000004,021000004,Politics and society
500007144,vanity,020000003,021000004,Notions; People
500007145,variation,020000003,021000004,Culture
500007146,varied,020000001,021000004,Notions
500007147,variety,020000003,021000003,Culture
500007148,various,020000001,021000003,Notions
500007149,vary,020000004,021000003,Communication
500007150,vase,020000003,021000001,Homes and buildings
500007151,vast,020000001,021000003,Appearance
500007152,vegetable,020000003,021000001,Food and drink; The natural world
500007153,vegetarian,020000001,021000003,Food and drink
500007154,vegetarian,020000003,021000003,Food and drink
500007155,vehicle,020000003,021000003,Travel
500007156,vein,020000003,021000003,Appearance
500007157,venture,020000003,021000004,Work and business
500007158,venue,020000003,021000004,Notions
500007159,verb,020000003,021000002,Communication
500007160,verbal,020000001,021000004,Communication
500007161,verbally,020000002,021000004,Notions
500007162,verse,020000003,021000004,Culture; Politics and society
500007163,verse,020000004,021000004,Culture; Politics and society
500007164,version,020000003,021000004,Work and business
500007165,very,020000001,021000004,Communication
500007166,very,020000002,021000001,Communication
500007167,vessel,020000003,021000003,Travel
500007168,vet,020000003,021000003,The natural world
500007169,veteran,020000003,021000004,Politics and society
500007170,vibrate,020000004,021000004,Appearance
500007171,vibration,020000003,021000004,Time and space
500007172,vice,020000001,021000003,Functions
500007173,vice president,020000003,021000003,Work and business
500007174,victim,020000003,021000003,Health; Politics and society
500007175,victory,020000003,021000003,Notions; Politics and society; Sport
500007176,video,020000003,021000001,Culture; Science and technology
500007177,video clip,020000003,021000003,Communication; Leisure
500007178,video game,020000003,021000002,Leisure
500007179,view,020000003,021000002,Culture; Functions
500007180,view,020000004,021000003,Culture
500007181,viewer,020000003,021000004,Culture
500007182,viewpoint,020000003,021000003,Culture
500007183,vigor/vigour,020000003,021000004,People
500007184,vigorous,020000001,021000004,People
500007185,vigorously,020000002,021000004,Science and technology
500007186,villa,020000003,021000004,Homes and buildings; Travel
500007187,village,020000003,021000002,The natural world
500007188,villager,020000003,021000004,People
500007189,vinegar,020000003,021000004,Food and drink
500007190,violate,020000004,021000004,Functions; Politics and society
500007191,violence,020000003,021000003,Politics and society
500007192,violent,020000001,021000002,Politics and society
500007193,violently,020000002,021000003,Science and technology
500007194,violin,020000003,021000002,Culture
500007195,virtual,020000001,021000003,Science and technology
500007196,virtual reality,020000003,021000004,Science and technology
500007197,virtually,020000002,021000004,Science and technology
500007198,virtue,020000003,021000004,People
500007199,virus,020000003,021000003,Health; Science and technology
500007200,visa,020000003,021000003,Politics and society; Travel
500007201,visible,020000001,021000003,Functions
500007202,visibly,020000002,021000004,Notions
500007203,vision,020000003,021000003,Politics and society
500007204,visit,020000003,021000001,Communication
500007205,visit,020000004,021000001,Communication
500007206,visitor,020000003,021000002,Travel
500007207,visual,020000001,021000003,Notions
500007208,visually,020000002,021000003,Notions
500007209,vital,020000001,021000004,People
500007210,vitamin,020000003,021000004,Food and drink
500007211,vivid,020000001,021000003,Appearance; Culture
500007212,vividly,020000002,021000003,Notions
500007213,vocabulary,020000003,021000002,Communication
500007214,vocalist,020000003,021000004,Culture
500007215,voice,020000003,021000002,Communication; Culture; Functions
500007216,volcano,020000003,021000003,The natural world
500007217,volleyball,020000003,021000001,Sport
500007218,volume,020000003,021000003,Culture; Science and technology
500007219,volunteer,020000003,021000004,Politics and society
500007220,volunteer,020000004,021000003,Functions; Politics and society
500007221,vomit,020000003,021000004,Health; Travel
500007222,vote,020000003,021000001,Functions; Politics and society
500007223,vote,020000004,021000003,Functions; Politics and society
500007224,voter,020000003,021000004,Politics and society
500007225,vow,020000003,021000004,People
500007226,vowel,020000003,021000003,Communication
500007227,voyage,020000003,021000003,Time and space; Travel
500007228,wage,020000003,021000004,People; Work and business
500007229,wagon/waggon,020000003,021000003,Travel
500007230,waist,020000003,021000004,Appearance
500007231,waistcoat,020000003,021000004,Appearance
500007232,wait,020000003,021000004,Travel
500007233,wait,020000004,021000001,Travel
500007234,waiter,020000003,021000001,Food and drink
500007235,waitress,020000003,021000001,Food and drink
500007236,wake,020000003,021000001,People; Travel
500007237,wake,020000004,021000003,People; Travel
500007238,walk,020000003,021000001,Animals; Health; Sport
500007239,walk,020000004,021000001,Animals; Health; Sport
500007240,walkabout,020000003,021000004,Travel
500007241,walker,020000003,021000004,Health; People
500007242,walking,020000003,021000002,Health; Leisure; Travel
500007243,wall,020000003,021000001,Homes and buildings; Science and technology
500007244,wallboard,020000003,021000004,Homes and buildings
500007245,wallet,020000003,021000002,Appearance
500007246,walnut,020000003,021000004,Food and drink; The natural world
500007247,wander,020000004,021000002,Leisure
500007248,want,020000003,021000004,Functions
500007249,want,020000004,021000001,Functions
500007250,war,020000003,021000001,Politics and society
500007251,ward,020000003,021000003,Health; People
500007252,wardrobe,020000003,021000003,Appearance; Culture; Homes and buildings
500007253,warm,020000001,021000001,Functions; People; The natural world
500007254,warm,020000004,021000003,Food and drink; The natural world
500007255,warmly,020000002,021000003,Notions
500007256,warmth,020000003,021000003,The natural world
500007257,warn,020000004,021000003,Functions
500007258,warning,020000003,021000003,Functions
500007259,warranty,020000003,021000003,Functions; Travel
500007260,warrior,020000003,021000003,Politics and society
500007261,warship,020000003,021000004,Politics and society; Travel
500007262,wartime,020000003,021000004,Politics and society; Time and space
500007263,wash,020000003,021000001,Travel
500007264,wash,020000004,021000001,Homes and buildings
500007265,washbowl,020000003,021000003,Homes and buildings
500007266,washing machine,020000003,021000002,Homes and buildings
500007267,washing-up,020000003,021000002,Food and drink; Homes and buildings
500007268,wasp,020000003,021000004,Animals
500007269,waste,020000001,021000003,The natural world
500007270,waste,020000003,021000003,The natural world
500007271,waste,020000004,021000003,The natural world
500007272,wasteful,020000001,021000003,Functions
500007273,watch,020000003,021000001,Appearance
500007274,watch,020000004,021000001,Culture
500007275,water,020000003,021000001,Food and drink; Travel
500007276,water,020000004,021000004,Homes and buildings; The natural world
500007277,waterfall,020000003,021000003,The natural world
500007278,waterproof,020000001,021000004,Appearance
500007279,wave,020000003,021000002,Appearance; Science and technology
500007280,wave,020000004,021000003,Appearance
500007281,wax,020000003,021000003,Time and space
500007282,wax,020000004,021000003,Time and space
500007283,way,020000003,021000001,Notions
500007284,weak,020000001,021000002,Functions; Health
500007285,weaken,020000004,021000004,Functions; Health
500007286,weakly,020000002,021000004,Notions
500007287,weakness,020000003,021000003,Science and technology
500007288,wealth,020000003,021000002,People
500007289,wealthy,020000001,021000004,Work and business
500007290,weapon,020000003,021000003,Politics and society
500007291,wear,020000004,021000001,Appearance
500007292,wearisome,020000001,021000004,People
500007293,weary,020000001,021000004,People
500007294,weather,020000003,021000001,Culture; The natural world
500007295,weather forecast,020000003,021000003,Culture; The natural world
500007296,weave,020000003,021000004,Communication
500007297,web,020000003,021000002,Animals
500007298,web page,020000003,021000002,Leisure
500007299,webcam,020000003,021000003,Science and technology
500007300,website,020000003,021000002,Communication
500007301,wed,020000004,021000004,Notions
500007302,wedding,020000003,021000002,People; Politics and society
500007303,Wednesday,020000003,021000001,Time and space
500007304,weed,020000003,021000004,Homes and buildings; Politics and society; The natural world
500007305,week,020000003,021000001,Time and space
